pelicula;date;duracio;director;genre;autor;medi;tendencia;actors
Jane the Virgin (Serie de TV);2014;38 min.;Melanie Mayron,;Serie de TV; ;unknow;unknow;Gina Rodriguez,Diane Guerrero,Priscilla Barnes,Yael Grobglas,Brett Dier,Jenna Ortega,Andrea Navedo,Gigi Peretz,Keller Wortham,Priscilla Barnes,Vanessa Vander Pluym,Mariah Buzolin,Layla Alizada,Greice Santo,Yara Martinez,Brett Dier,Carmen Carrera,Azie Tesfai,Jaime Camil,Kamilla Alnes,Catherine Toribio,Tiffany Panhilason,Samantha Esteban,Bridget Regan,Alex Lombard
Janis;2015;115 min.;Amy Berg;Documental;Javier Ocaña; Diario El País ;neutral;Documentary,Janis Joplin,Cat Power,Peter Albin,Dick Cavett,Kris Kristofferson,Pink,Laura Joplin,Juliette Lewis,Michael Joplin
Janis;2015;115 min.;Amy Berg;Documental;José Manuel Cuéllar; Diario ABC ;positiva;Documentary,Janis Joplin,Cat Power,Peter Albin,Dick Cavett,Kris Kristofferson,Pink,Laura Joplin,Juliette Lewis,Michael Joplin
Janis;2015;115 min.;Amy Berg;Documental;Alberto Bermejo; Diario El Mundo ;positiva;Documentary,Janis Joplin,Cat Power,Peter Albin,Dick Cavett,Kris Kristofferson,Pink,Laura Joplin,Juliette Lewis,Michael Joplin
Janis;2015;115 min.;Amy Berg;Documental;Quim Casas; Diario El Periódico ;neutral;Documentary,Janis Joplin,Cat Power,Peter Albin,Dick Cavett,Kris Kristofferson,Pink,Laura Joplin,Juliette Lewis,Michael Joplin
Janis;2015;115 min.;Amy Berg;Documental;Jordi Costa; Fotogramas ;positiva;Documentary,Janis Joplin,Cat Power,Peter Albin,Dick Cavett,Kris Kristofferson,Pink,Laura Joplin,Juliette Lewis,Michael Joplin
Janis;2015;115 min.;Amy Berg;Documental;Manuel Piñón; Cinemanía ;positiva;Documentary,Janis Joplin,Cat Power,Peter Albin,Dick Cavett,Kris Kristofferson,Pink,Laura Joplin,Juliette Lewis,Michael Joplin
Janis;2015;115 min.;Amy Berg;Documental;Guy Lodge; Variety ;positiva;Documentary,Janis Joplin,Cat Power,Peter Albin,Dick Cavett,Kris Kristofferson,Pink,Laura Joplin,Juliette Lewis,Michael Joplin
Janis y John;2003;105 min.;Samuel Benchetrit;Comedia;Ángel Fernández Santos; Diario El País ;positiva;Sergi López,Marie Trintignant,François Cluzet,Christopher Lambert,Jean-Louis Trintignant,Amparo Soler Leal,Sacha Aubart,Basile Leroux,Eric Herve,Reynald Tescaro
Japón;2002;136 min.;Carlos Reygadas;Drama;Jordi Costa; Diario El País ;positiva;Alejandro Ferretis,Magdalena Flores,Carlos Reygadas Barquín,Yolanda Villa,Martín Serrano,Rolando Hernández,Fernando Benítez,Bernabe Pérez
Jappeloup. De padre a hijo;2013;130 min.;Christian Duguay;Drama;Jordi Costa; Diario El País ;negativa;Guillaume Canet,Marina Hands,Daniel Auteuil,Lou de Laâge,Tchéky Karyo,Jacques Higelin,Marie Bunel,Joël Dupuch,Fred Epaud,Arnaud Henriet,Donald Sutherland
Jappeloup. De padre a hijo;2013;130 min.;Christian Duguay;Drama;Oti Rodríguez Marchante; Diario ABC ;negativa;Guillaume Canet,Marina Hands,Daniel Auteuil,Lou de Laâge,Tchéky Karyo,Jacques Higelin,Marie Bunel,Joël Dupuch,Fred Epaud,Arnaud Henriet,Donald Sutherland
Jappeloup. De padre a hijo;2013;130 min.;Christian Duguay;Drama;Andrea G. Bermejo; Cinemanía ;neutral;Guillaume Canet,Marina Hands,Daniel Auteuil,Lou de Laâge,Tchéky Karyo,Jacques Higelin,Marie Bunel,Joël Dupuch,Fred Epaud,Arnaud Henriet,Donald Sutherland
Jappeloup. De padre a hijo;2013;130 min.;Christian Duguay;Drama;Jordan Mintzer; The Hollywood Reporter ;neutral;Guillaume Canet,Marina Hands,Daniel Auteuil,Lou de Laâge,Tchéky Karyo,Jacques Higelin,Marie Bunel,Joël Dupuch,Fred Epaud,Arnaud Henriet,Donald Sutherland
Jappeloup. De padre a hijo;2013;130 min.;Christian Duguay;Drama;Ronnie Scheib; Variety ;neutral;Guillaume Canet,Marina Hands,Daniel Auteuil,Lou de Laâge,Tchéky Karyo,Jacques Higelin,Marie Bunel,Joël Dupuch,Fred Epaud,Arnaud Henriet,Donald Sutherland
Jaque al asesino;1992;110 min.;Carl Schenkel;Intriga;Fernando Morales; Diario El País ;negativa;Christopher Lambert,Diane Lane,Tom Skerritt,Daniel Baldwin,Ferdinand Mayne,Charles Bailey-Gates,Katharine Isabelle
pelicula;date;duracio;director;genre;autor;medi;tendencia;actors
K-19: The Widowmaker;2002;138 min.;Kathryn Bigelow;Thriller;Ángel Fernández Santos; Diario El País ;negativa;Harrison Ford,Liam Neeson,Peter Sarsgaard,Joss Ackland,John Shrapnel,Donald Sumpter,Tim Woodward,Christian Camargo,Steve Nicolson,Ravil Isyanov,Sam Spruell,Peter Stebbings,Roman Podhora,Sam Redford,Lex Shrapnel,Shaun Benson,Kristen Holden-Ried,Dmitry Chepovetsky,Christopher Redman,Tygh Runyan,Austin Strugnell
K-19: The Widowmaker;2002;138 min.;Kathryn Bigelow;Thriller;Jonathan Foreman; New York Post ;negativa;Harrison Ford,Liam Neeson,Peter Sarsgaard,Joss Ackland,John Shrapnel,Donald Sumpter,Tim Woodward,Christian Camargo,Steve Nicolson,Ravil Isyanov,Sam Spruell,Peter Stebbings,Roman Podhora,Sam Redford,Lex Shrapnel,Shaun Benson,Kristen Holden-Ried,Dmitry Chepovetsky,Christopher Redman,Tygh Runyan,Austin Strugnell
K-19: The Widowmaker;2002;138 min.;Kathryn Bigelow;Thriller;Robert Koehler; Variety ;neutral;Harrison Ford,Liam Neeson,Peter Sarsgaard,Joss Ackland,John Shrapnel,Donald Sumpter,Tim Woodward,Christian Camargo,Steve Nicolson,Ravil Isyanov,Sam Spruell,Peter Stebbings,Roman Podhora,Sam Redford,Lex Shrapnel,Shaun Benson,Kristen Holden-Ried,Dmitry Chepovetsky,Christopher Redman,Tygh Runyan,Austin Strugnell
K-19: The Widowmaker;2002;138 min.;Kathryn Bigelow;Thriller;Connie Ogle; Miami Herald ;neutral;Harrison Ford,Liam Neeson,Peter Sarsgaard,Joss Ackland,John Shrapnel,Donald Sumpter,Tim Woodward,Christian Camargo,Steve Nicolson,Ravil Isyanov,Sam Spruell,Peter Stebbings,Roman Podhora,Sam Redford,Lex Shrapnel,Shaun Benson,Kristen Holden-Ried,Dmitry Chepovetsky,Christopher Redman,Tygh Runyan,Austin Strugnell
Kaboom;2010;86 min.;Gregg Araki;Comedia;Peter Travers; Rolling Stone ;positiva;Thomas Dekker,Juno Temple,Haley Bennett,James Duval,Andy Fischer-Price,Brandy Futch,Nicole LaLiberte,Natalie Alyn Lind,Kelly Lynch,Brennan Mejia,Carlo Mendez,Roxane Mesquida,Jason Olive,Chris Zylka,Christine Nguyen
Kaboom;2010;86 min.;Gregg Araki;Comedia;David Hughes; Empire ;neutral;Thomas Dekker,Juno Temple,Haley Bennett,James Duval,Andy Fischer-Price,Brandy Futch,Nicole LaLiberte,Natalie Alyn Lind,Kelly Lynch,Brennan Mejia,Carlo Mendez,Roxane Mesquida,Jason Olive,Chris Zylka,Christine Nguyen
Kagemusha: la sombra del guerrero;1980;180 min.;Akira Kurosawa;Drama;Luis Martínez; Diario El País ;positiva;Tatsuya Nakadai,Tsutomu Yamazaki,Kenichi Hagiwara,Daisuke Ryû,Masayuki Yui,Jinpachi Nezu,Hideji Ôtaki,Kaori Momoi,Mitsuko Baisho,Hideo Murota,Takayuki Shiho,Kôji Shimizu,Noboru Shimizu,Sen Yamamoto,Shuhei Sugimori,Kota Yui,Yasuhito Yamanaka,Kumeko Otowa
Kagemusha: la sombra del guerrero;1980;180 min.;Akira Kurosawa;Drama;Miguel Ángel Palomo; Diario El País ;positiva;Tatsuya Nakadai,Tsutomu Yamazaki,Kenichi Hagiwara,Daisuke Ryû,Masayuki Yui,Jinpachi Nezu,Hideji Ôtaki,Kaori Momoi,Mitsuko Baisho,Hideo Murota,Takayuki Shiho,Kôji Shimizu,Noboru Shimizu,Sen Yamamoto,Shuhei Sugimori,Kota Yui,Yasuhito Yamanaka,Kumeko Otowa
Kagemusha: la sombra del guerrero;1980;180 min.;Akira Kurosawa;Drama;FILMAFFINITY ;unknow;neutral;Tatsuya Nakadai,Tsutomu Yamazaki,Kenichi Hagiwara,Daisuke Ryû,Masayuki Yui,Jinpachi Nezu,Hideji Ôtaki,Kaori Momoi,Mitsuko Baisho,Hideo Murota,Takayuki Shiho,Kôji Shimizu,Noboru Shimizu,Sen Yamamoto,Shuhei Sugimori,Kota Yui,Yasuhito Yamanaka,Kumeko Otowa
Kagemusha: la sombra del guerrero;1980;180 min.;Akira Kurosawa;Drama;Roger Ebert; rogerebert.com ;positiva;Tatsuya Nakadai,Tsutomu Yamazaki,Kenichi Hagiwara,Daisuke Ryû,Masayuki Yui,Jinpachi Nezu,Hideji Ôtaki,Kaori Momoi,Mitsuko Baisho,Hideo Murota,Takayuki Shiho,Kôji Shimizu,Noboru Shimizu,Sen Yamamoto,Shuhei Sugimori,Kota Yui,Yasuhito Yamanaka,Kumeko Otowa
Kagemusha: la sombra del guerrero;1980;180 min.;Akira Kurosawa;Drama;Vincent Canby; The New York Times ;positiva;Tatsuya Nakadai,Tsutomu Yamazaki,Kenichi Hagiwara,Daisuke Ryû,Masayuki Yui,Jinpachi Nezu,Hideji Ôtaki,Kaori Momoi,Mitsuko Baisho,Hideo Murota,Takayuki Shiho,Kôji Shimizu,Noboru Shimizu,Sen Yamamoto,Shuhei Sugimori,Kota Yui,Yasuhito Yamanaka,Kumeko Otowa
Kagemusha: la sombra del guerrero;1980;180 min.;Akira Kurosawa;Drama;Dave Kehr; Chicago Reader ;positiva;Tatsuya Nakadai,Tsutomu Yamazaki,Kenichi Hagiwara,Daisuke Ryû,Masayuki Yui,Jinpachi Nezu,Hideji Ôtaki,Kaori Momoi,Mitsuko Baisho,Hideo Murota,Takayuki Shiho,Kôji Shimizu,Noboru Shimizu,Sen Yamamoto,Shuhei Sugimori,Kota Yui,Yasuhito Yamanaka,Kumeko Otowa
Kagemusha: la sombra del guerrero;1980;180 min.;Akira Kurosawa;Drama;Ian Nathan; Empire ;positiva;Tatsuya Nakadai,Tsutomu Yamazaki,Kenichi Hagiwara,Daisuke Ryû,Masayuki Yui,Jinpachi Nezu,Hideji Ôtaki,Kaori Momoi,Mitsuko Baisho,Hideo Murota,Takayuki Shiho,Kôji Shimizu,Noboru Shimizu,Sen Yamamoto,Shuhei Sugimori,Kota Yui,Yasuhito Yamanaka,Kumeko Otowa
Kailash ;2018;92 min.;Derek Doneen;Documental;Dennis Harvey; Variety ;neutral;Documentary,Asmita,Swati Ja,Sumedha Kailash,Arshad Mehdi,Bhuwan Ribhu,Kailash Satyarthi
Kailash ;2018;92 min.;Derek Doneen;Documental;Daniel Fienberg; The Hollywood Reporter ;positiva;Documentary,Asmita,Swati Ja,Sumedha Kailash,Arshad Mehdi,Bhuwan Ribhu,Kailash Satyarthi
Kaili Blues;2015;113 min.;Bi Gan;Drama;Carlos Bonfil; Diario La Jornada ;positiva;Chen Yongzhong,Guo Yue,Liu Linyan,Luo Feiyang,Xie Lixun,Yang Zhuohua,Yu Shixue,Zhao Daqing
Kaili Blues;2015;113 min.;Bi Gan;Drama;Julio César Durán; Empire México ;positiva;Chen Yongzhong,Guo Yue,Liu Linyan,Luo Feiyang,Xie Lixun,Yang Zhuohua,Yu Shixue,Zhao Daqing
Kaili Blues;2015;113 min.;Bi Gan;Drama;Jorge Ayala Blanco; Diario El Universal ;positiva;Chen Yongzhong,Guo Yue,Liu Linyan,Luo Feiyang,Xie Lixun,Yang Zhuohua,Yu Shixue,Zhao Daqing
Kaili Blues;2015;113 min.;Bi Gan;Drama;Alonso  Díaz  de  la  Vega; Diario El Universal ;positiva;Chen Yongzhong,Guo Yue,Liu Linyan,Luo Feiyang,Xie Lixun,Yang Zhuohua,Yu Shixue,Zhao Daqing
Kaleidoscope;2016;100 min.;Rupert Jones;Thriller;Peter Bradshaw; The Guardian ;positiva;Toby Jones,Anne Reid,Sinead Matthews,Deborah Findlay,Karl Johnson,Cecilia Noble,Frederick Schmidt,Manjinder Virk
Kaleidoscope;2016;100 min.;Rupert Jones;Thriller;Anna Smith; Time Out ;positiva;Toby Jones,Anne Reid,Sinead Matthews,Deborah Findlay,Karl Johnson,Cecilia Noble,Frederick Schmidt,Manjinder Virk
Kaleidoscope;2016;100 min.;Rupert Jones;Thriller;Tara Brady; Irish Times ;positiva;Toby Jones,Anne Reid,Sinead Matthews,Deborah Findlay,Karl Johnson,Cecilia Noble,Frederick Schmidt,Manjinder Virk
Kaleidoscope;2016;100 min.;Rupert Jones;Thriller;Ed Potton; The Times ;positiva;Toby Jones,Anne Reid,Sinead Matthews,Deborah Findlay,Karl Johnson,Cecilia Noble,Frederick Schmidt,Manjinder Virk
Kaleidoscope;2016;100 min.;Rupert Jones;Thriller;Geoffrey Macnab; The Independent ;positiva;Toby Jones,Anne Reid,Sinead Matthews,Deborah Findlay,Karl Johnson,Cecilia Noble,Frederick Schmidt,Manjinder Virk
Kaleidoscope;2016;100 min.;Rupert Jones;Thriller;Frank Scheck; The Hollywood Reporter ;positiva;Toby Jones,Anne Reid,Sinead Matthews,Deborah Findlay,Karl Johnson,Cecilia Noble,Frederick Schmidt,Manjinder Virk
Kaleidoscope;2016;100 min.;Rupert Jones;Thriller;Jeannette Catsoulis; The New York Times ;positiva;Toby Jones,Anne Reid,Sinead Matthews,Deborah Findlay,Karl Johnson,Cecilia Noble,Frederick Schmidt,Manjinder Virk
Kalifornia;1993;117 min.;Dominic Sena;Thriller;Pablo Kurt; FILMAFFINITY ;positiva;David Duchovny,Michelle Forbes,Brad Pitt,Juliette Lewis,Sierra Pecheur,Gregory Mars Martin
Kalifornia;1993;117 min.;Dominic Sena;Thriller;Fernando Morales; Diario El País ;positiva;David Duchovny,Michelle Forbes,Brad Pitt,Juliette Lewis,Sierra Pecheur,Gregory Mars Martin
Kalifornia;1993;117 min.;Dominic Sena;Thriller;Miguel Ángel Palomo; Diario El País ;positiva;David Duchovny,Michelle Forbes,Brad Pitt,Juliette Lewis,Sierra Pecheur,Gregory Mars Martin
Kalo Pothi, un pueblo de Nepal;2015;87 min.;Min Bahadur Bham;Drama;Javier Ocaña; Diario El País ;positiva;Khadka Raj Nepali,Sukra Raj Rokaya,Jit Bahadur Malla,Hansha Khadka,Benisha Hamal,Rajya Laxmi Shahi,Pravin Khatiwada,Jira Mati Rawal
Kalo Pothi, un pueblo de Nepal;2015;87 min.;Min Bahadur Bham;Drama;Alberto Bermejo; Diario El Mundo ;positiva;Khadka Raj Nepali,Sukra Raj Rokaya,Jit Bahadur Malla,Hansha Khadka,Benisha Hamal,Rajya Laxmi Shahi,Pravin Khatiwada,Jira Mati Rawal
Kalo Pothi, un pueblo de Nepal;2015;87 min.;Min Bahadur Bham;Drama;Nando Salvá; El Periódico ;positiva;Khadka Raj Nepali,Sukra Raj Rokaya,Jit Bahadur Malla,Hansha Khadka,Benisha Hamal,Rajya Laxmi Shahi,Pravin Khatiwada,Jira Mati Rawal
Kalo Pothi, un pueblo de Nepal;2015;87 min.;Min Bahadur Bham;Drama;Nuria Vidal; Fotogramas ;positiva;Khadka Raj Nepali,Sukra Raj Rokaya,Jit Bahadur Malla,Hansha Khadka,Benisha Hamal,Rajya Laxmi Shahi,Pravin Khatiwada,Jira Mati Rawal
Kalo Pothi, un pueblo de Nepal;2015;87 min.;Min Bahadur Bham;Drama;Tara Brady; Irish Times ;positiva;Khadka Raj Nepali,Sukra Raj Rokaya,Jit Bahadur Malla,Hansha Khadka,Benisha Hamal,Rajya Laxmi Shahi,Pravin Khatiwada,Jira Mati Rawal
Kalo Pothi, un pueblo de Nepal;2015;87 min.;Min Bahadur Bham;Drama;Kevin Maher; The Times ;positiva;Khadka Raj Nepali,Sukra Raj Rokaya,Jit Bahadur Malla,Hansha Khadka,Benisha Hamal,Rajya Laxmi Shahi,Pravin Khatiwada,Jira Mati Rawal
Kalo Pothi, un pueblo de Nepal;2015;87 min.;Min Bahadur Bham;Drama;Peter Bradshaw; The Guardian ;positiva;Khadka Raj Nepali,Sukra Raj Rokaya,Jit Bahadur Malla,Hansha Khadka,Benisha Hamal,Rajya Laxmi Shahi,Pravin Khatiwada,Jira Mati Rawal
Kalo Pothi, un pueblo de Nepal;2015;87 min.;Min Bahadur Bham;Drama;Geoffrey Macnab; The Independent ;positiva;Khadka Raj Nepali,Sukra Raj Rokaya,Jit Bahadur Malla,Hansha Khadka,Benisha Hamal,Rajya Laxmi Shahi,Pravin Khatiwada,Jira Mati Rawal
Kama Sutra;1996;115 min.;Mira Nair;Drama;Javier Angulo; Cinemanía ;neutral;Indira Varma,Sarita Choudhury,Naveen Andrews,Ramon Tikaram,Rekha
Kamchatka;2002;104 min.;Marcelo Piñeyro;Drama;Carlos Boyero; Diario El Mundo ;positiva;Ricardo Darín,Cecilia Roth,Héctor Alterio,Fernanda Mistral,Tomás Fonzi,Mónica Scapparone,Milton de la Canal,Matías del Pozo,Evelyn Domínguez,Leticia Bredice,Nicolás Cantafio,Gabriel Galíndez,María Socas,Juan Carrasco,Demián Bugallo,Oscar Ferrigno,Alberto Silva
Kamchatka;2002;104 min.;Marcelo Piñeyro;Drama;Ángel Fernández Santos; Diario El País ;positiva;Ricardo Darín,Cecilia Roth,Héctor Alterio,Fernanda Mistral,Tomás Fonzi,Mónica Scapparone,Milton de la Canal,Matías del Pozo,Evelyn Domínguez,Leticia Bredice,Nicolás Cantafio,Gabriel Galíndez,María Socas,Juan Carrasco,Demián Bugallo,Oscar Ferrigno,Alberto Silva
Kamchatka;2002;104 min.;Marcelo Piñeyro;Drama;María Casanova; Cinemanía ;positiva;Ricardo Darín,Cecilia Roth,Héctor Alterio,Fernanda Mistral,Tomás Fonzi,Mónica Scapparone,Milton de la Canal,Matías del Pozo,Evelyn Domínguez,Leticia Bredice,Nicolás Cantafio,Gabriel Galíndez,María Socas,Juan Carrasco,Demián Bugallo,Oscar Ferrigno,Alberto Silva
Kamikaze;2014;94 min.;Álex Pina;Comedia;Javier Ocaña; Diario El País ;negativa;Álex García,Eduardo Blanco,Verónica Echegui,Carmen Machi,Leticia Dolera,Ivan Massagué,Héctor Alterio,Ajay Jethi
Kamikaze;2014;94 min.;Álex Pina;Comedia;Noel Ceballos; Fotogramas ;negativa;Álex García,Eduardo Blanco,Verónica Echegui,Carmen Machi,Leticia Dolera,Ivan Massagué,Héctor Alterio,Ajay Jethi
Kamikaze;2014;94 min.;Álex Pina;Comedia;Andrea G. Bermejo; Cinemanía ;negativa;Álex García,Eduardo Blanco,Verónica Echegui,Carmen Machi,Leticia Dolera,Ivan Massagué,Héctor Alterio,Ajay Jethi
Kamikaze;2014;94 min.;Álex Pina;Comedia;Josu Eguren; Diario El Correo ;negativa;Álex García,Eduardo Blanco,Verónica Echegui,Carmen Machi,Leticia Dolera,Ivan Massagué,Héctor Alterio,Ajay Jethi
Kamikaze 1999 (El último combate);1983;92 min.;Luc Besson;Ciencia ficción;M. Torreiro; Diario El País ;positiva;Jean Reno,Pierre Jolivet,Jean Bouise,Fritz Wepper,Christianne Krüger
Kamikaze Detroit;1989;99 min.;Lewis Teague;Acción;Pablo Kurt; FILMAFFINITY ;neutral;Pat Morita,Jay Leno,Chris Sarandon,Al Waxman,Tom Noonan,Soon-Teck Oh,Ernie Hudson,Randall 'Tex' Cobb,John Hancock
Kanal;1957;91 min.;Andrzej Wajda;Bélico;New York Magazine ;unknow;positiva;Teresa Izewska,Tadeusz Janczar,Wienczyslaw Glinski,Tadeusz Gwiazdowski,Stanislaw Mikulski,Emil Karewicz,Vladek Sheybal,Teresa Berezowska,Zofia Lindorf,Janina Jablonowska,Maria Kretz,Jan Englert
Kandahar;2001;85 min.;Mohsen Makhmalbaf;Drama;Carlos Boyero; Diario El Mundo ;positiva;Nelofer Pazira,Hassan Tantaï,Sadou Teymouri,Hayatalah Hakimi
Kandahar;2001;85 min.;Mohsen Makhmalbaf;Drama;Miguel Ángel Palomo; Diario El País ;positiva;Nelofer Pazira,Hassan Tantaï,Sadou Teymouri,Hayatalah Hakimi
Kangaroo;2017;103 min.;Kate McIntyre Clere,;Documental;John DeFore; The Hollywood Reporter ;neutral;Documentary,Kangaroo Dundee,Tim Flannery,Terri Irwin,Peter Singer,Phil Wollen
Kangaroo;2017;103 min.;Kate McIntyre Clere,;Documental;Richard Kuipers; Variety ;positiva;Documentary,Kangaroo Dundee,Tim Flannery,Terri Irwin,Peter Singer,Phil Wollen
Kangaroo;2017;103 min.;Kate McIntyre Clere,;Documental;Ken Jaworowski; The New York Times ;positiva;Documentary,Kangaroo Dundee,Tim Flannery,Terri Irwin,Peter Singer,Phil Wollen
Kangaroo;2017;103 min.;Kate McIntyre Clere,;Documental;Michael Rechtshaffen; Los Angeles Times ;positiva;Documentary,Kangaroo Dundee,Tim Flannery,Terri Irwin,Peter Singer,Phil Wollen
Kanguro;2006;90 min.;Christoph Schaub;Comedia;Javier Cortijo; Diario ABC ;negativa;Matthias Schoch,Alexandra Vandernoot,Didier Flamand,Jennifer Decker,Chloé Drevon,Noémie Drevon,Nathalie Grandhomme,Hanspeter Müller,Mona Fueter,Anne-Marie Kuster
Kanimambo;2012;100 min.;Abdelatif Hwidar,;Documental;Javier Ocaña; Diario El País ;negativa;Documentary
Kanimambo;2012;100 min.;Abdelatif Hwidar,;Documental;Carlos Marañón; Cinemanía ;neutral;Documentary
Kansas City;1996;115 min.;Robert Altman;Drama;Luis Martínez; Diario El País ;neutral;Jennifer Jason Leigh,Harry Belafonte,Miranda Richardson,Dermot Mulroney,Michael Murphy,Steve Buscemi,Brooke Smith,Jane Adams
Kaplan;2014;98 min.;Álvaro Brechner;Comedia;FILMAFFINITY ;unknow;unknow;Héctor Noguera,Néstor Guzzini,Rolf Becker,Nidia Telles,Nuria Fló,Leonor Svarcas,Gustavo Saffores,Hugo Piccinini,César Jourdan,Jorge Bolani,Augusto Mazzarelli,Adela Dubrá,Roberto Suárez,Anouk Ogueta
Kaplan;2014;98 min.;Álvaro Brechner;Comedia;Jordi Costa; Diario El País ;neutral;Héctor Noguera,Néstor Guzzini,Rolf Becker,Nidia Telles,Nuria Fló,Leonor Svarcas,Gustavo Saffores,Hugo Piccinini,César Jourdan,Jorge Bolani,Augusto Mazzarelli,Adela Dubrá,Roberto Suárez,Anouk Ogueta
Kaplan;2014;98 min.;Álvaro Brechner;Comedia;Federico Marín Bellón; Diario ABC ;neutral;Héctor Noguera,Néstor Guzzini,Rolf Becker,Nidia Telles,Nuria Fló,Leonor Svarcas,Gustavo Saffores,Hugo Piccinini,César Jourdan,Jorge Bolani,Augusto Mazzarelli,Adela Dubrá,Roberto Suárez,Anouk Ogueta
Kaplan;2014;98 min.;Álvaro Brechner;Comedia;Leslie Felperin; The Hollywood Reporter ;positiva;Héctor Noguera,Néstor Guzzini,Rolf Becker,Nidia Telles,Nuria Fló,Leonor Svarcas,Gustavo Saffores,Hugo Piccinini,César Jourdan,Jorge Bolani,Augusto Mazzarelli,Adela Dubrá,Roberto Suárez,Anouk Ogueta
Kaplan;2014;98 min.;Álvaro Brechner;Comedia;Javier Porta Fouz; Diario La Nación ;neutral;Héctor Noguera,Néstor Guzzini,Rolf Becker,Nidia Telles,Nuria Fló,Leonor Svarcas,Gustavo Saffores,Hugo Piccinini,César Jourdan,Jorge Bolani,Augusto Mazzarelli,Adela Dubrá,Roberto Suárez,Anouk Ogueta
Kaplan;2014;98 min.;Álvaro Brechner;Comedia;Horacio Bilbao; Diario Clarín ;neutral;Héctor Noguera,Néstor Guzzini,Rolf Becker,Nidia Telles,Nuria Fló,Leonor Svarcas,Gustavo Saffores,Hugo Piccinini,César Jourdan,Jorge Bolani,Augusto Mazzarelli,Adela Dubrá,Roberto Suárez,Anouk Ogueta
Kaplan;2014;98 min.;Álvaro Brechner;Comedia;Hugo F. Sánchez; Diario Tiempo Argentino ;neutral;Héctor Noguera,Néstor Guzzini,Rolf Becker,Nidia Telles,Nuria Fló,Leonor Svarcas,Gustavo Saffores,Hugo Piccinini,César Jourdan,Jorge Bolani,Augusto Mazzarelli,Adela Dubrá,Roberto Suárez,Anouk Ogueta
Karate kid, el momento de la verdad;1984;126 min.;John G. Avildsen;Drama;Antonio Albert; Diario El País ;positiva;Ralph Macchio,Pat Morita,Elisabeth Shue,William Zabka,Randee Heller,Martin Kove,Ron Thomas
Karate kid, el momento de la verdad;1984;126 min.;John G. Avildsen;Drama;Roger Ebert; Chicago Sun-Times ;positiva;Ralph Macchio,Pat Morita,Elisabeth Shue,William Zabka,Randee Heller,Martin Kove,Ron Thomas
Karate kid, el momento de la verdad;1984;126 min.;John G. Avildsen;Drama;Janet Maslin; The New York Times ;neutral;Ralph Macchio,Pat Morita,Elisabeth Shue,William Zabka,Randee Heller,Martin Kove,Ron Thomas
Karate Kid II: la historia continúa;1986;113 min.;John G. Avildsen;Drama;Francisco Marinero; Diario El Mundo ;positiva;Ralph Macchio,Pat Morita,Yuki Okumoto,Nobu McCarthy,Danny Kamekona,Tamlyn Tomita,Charlie Tanimoto,Pat E. Johnson,BD Wong,Bruce Malmuth,Eddie Smith
Karate Kid II: la historia continúa;1986;113 min.;John G. Avildsen;Drama;Miguel Ángel Palomo; Diario El País ;negativa;Ralph Macchio,Pat Morita,Yuki Okumoto,Nobu McCarthy,Danny Kamekona,Tamlyn Tomita,Charlie Tanimoto,Pat E. Johnson,BD Wong,Bruce Malmuth,Eddie Smith
Karate Kid III. El desafío final;1989;111 min.;John G. Avildsen;Drama;Fernando Morales; Diario El País ;negativa;Ralph Macchio,Pat Morita,Robyn Lively,Thomas Ian Griffith,Martin Kove,Sean Kanan,Jonathan Avildsen,Christopher Paul Ford,Randee Heller,Rick Hurst
Karl Marx City;2016;89 min.;Petra Epperlein,;Documental;A. O. Scott; The New York Times ;positiva;
Karl Marx City;2016;89 min.;Petra Epperlein,;Documental;Stephen Dalton; The Hollywood Reporter ;positiva;
Karl Marx City;2016;89 min.;Petra Epperlein,;Documental;Melissa Anderson; Village Voice ;negativa;
Karl Marx City;2016;89 min.;Petra Epperlein,;Documental;Ignatiy Vishnevetsky; AV Club ;positiva;
Karl Marx City;2016;89 min.;Petra Epperlein,;Documental;Jake Cole; Slant ;positiva;
Karl Marx City;2016;89 min.;Petra Epperlein,;Documental;Scott Tobias; Variety ;positiva;
Kate & Leopold;2001;121 min.;James Mangold;Romance;Jay Carr; Boston Globe ;positiva;Meg Ryan,Hugh Jackman,Liev Schreiber,Breckin Meyer,Natasha Lyonne,Bradley Whitford,Philip Bosco,Charlotte Ayanna
Kate & Leopold;2001;121 min.;James Mangold;Romance;Roger Ebert; Chicago Sun-Times ;positiva;Meg Ryan,Hugh Jackman,Liev Schreiber,Breckin Meyer,Natasha Lyonne,Bradley Whitford,Philip Bosco,Charlotte Ayanna
Katie Says Goodbye;2016;87 min.;Wayne Roberts;Drama;Geoff Berkshire; Variety ;neutral;Olivia Cooke,Mireille Enos,Mary Steenburgen,Christopher Abbott,Chris Lowell,Keir Gilchrist,James Belushi,Nate Corddry,MorningStar Angeline,Natasha Bassett,J. Nathan Simmons,Bernardo P. Saracino,Morse Bicknell,Alex Breaux,Mike Miller
Katmandú, un espejo en el cielo;2011;104 min.;Icíar Bollaín;Drama;Carlos Boyero; Diario El País ;negativa;Verónica Echegui,Sumyata Battarai,Norbu Tsering Gurung
Katmandú, un espejo en el cielo;2011;104 min.;Icíar Bollaín;Drama;Jordi Costa; Fotogramas ;neutral;Verónica Echegui,Sumyata Battarai,Norbu Tsering Gurung
