pelicula;date;duracio;director;genre;autor;medi;tendencia;actors
Katmandú, un espejo en el cielo;2011;104 min.;Icíar Bollaín;Drama;Eulàlia Iglesias; Diario Público ;neutral;Verónica Echegui,Sumyata Battarai,Norbu Tsering Gurung
Katmandú, un espejo en el cielo;2011;104 min.;Icíar Bollaín;Drama;Oti Rodríguez Marchante; Diario ABC ;positiva;Verónica Echegui,Sumyata Battarai,Norbu Tsering Gurung
Katmandú, un espejo en el cielo;2011;104 min.;Icíar Bollaín;Drama;Irene Crespo; Cinemanía ;neutral;Verónica Echegui,Sumyata Battarai,Norbu Tsering Gurung
Katy Perry: Part of Me ;2012;97 min.;Dan Cutforth,;Documental;A. O. Scott; The New York Times ;positiva;Documentary,Katy Perry,Rihanna,Jessie J,Lady Gaga,Adele
Katy Perry: Part of Me ;2012;97 min.;Dan Cutforth,;Documental;Mick LaSalle; San Francisco Chronicle ;positiva;Documentary,Katy Perry,Rihanna,Jessie J,Lady Gaga,Adele
Katyn;2007;115 min.;Andrzej Wajda;Drama;Daniel Andreas; FILMAFFINITY ;positiva;Andrzej Chyra,Magdalena Cielecka,Artur Zmijewski,Danuta Stenka,Maja Komorowska,Wladyslaw Kowalski,Pawel Malaszynski,Stanislawa Celinska,Krzysztof Kolberger,Krzysztof Globisz
Katyn;2007;115 min.;Andrzej Wajda;Drama;FILMAFFINITY ;unknow;unknow;Andrzej Chyra,Magdalena Cielecka,Artur Zmijewski,Danuta Stenka,Maja Komorowska,Wladyslaw Kowalski,Pawel Malaszynski,Stanislawa Celinska,Krzysztof Kolberger,Krzysztof Globisz
Katyn;2007;115 min.;Andrzej Wajda;Drama;Carlos Boyero; Diario El País ;neutral;Andrzej Chyra,Magdalena Cielecka,Artur Zmijewski,Danuta Stenka,Maja Komorowska,Wladyslaw Kowalski,Pawel Malaszynski,Stanislawa Celinska,Krzysztof Kolberger,Krzysztof Globisz
Katyn;2007;115 min.;Andrzej Wajda;Drama;Javier Ocaña; Diario El País ;neutral;Andrzej Chyra,Magdalena Cielecka,Artur Zmijewski,Danuta Stenka,Maja Komorowska,Wladyslaw Kowalski,Pawel Malaszynski,Stanislawa Celinska,Krzysztof Kolberger,Krzysztof Globisz
Katyn;2007;115 min.;Andrzej Wajda;Drama;Antonio Weinrichter; Diario ABC ;positiva;Andrzej Chyra,Magdalena Cielecka,Artur Zmijewski,Danuta Stenka,Maja Komorowska,Wladyslaw Kowalski,Pawel Malaszynski,Stanislawa Celinska,Krzysztof Kolberger,Krzysztof Globisz
Kauwboy;2012;81 min.;Boudewijn Koole;Drama;Andrea G. Bermejo; Cinemanía ;positiva;Rick Lens,Loek Peters,Susan Radder,Cahit Ölmez,Ricky Koole
Kauwboy;2012;81 min.;Boudewijn Koole;Drama;Carmen L. Lobo; Diario La Razón ;neutral;Rick Lens,Loek Peters,Susan Radder,Cahit Ölmez,Ricky Koole
Kauwboy;2012;81 min.;Boudewijn Koole;Drama;Oti Rodríguez Marchante; Diario ABC ;positiva;Rick Lens,Loek Peters,Susan Radder,Cahit Ölmez,Ricky Koole
Kauwboy;2012;81 min.;Boudewijn Koole;Drama;Time Out ;unknow;positiva;Rick Lens,Loek Peters,Susan Radder,Cahit Ölmez,Ricky Koole
Kauwboy;2012;81 min.;Boudewijn Koole;Drama;Stephen Farber; The Hollywood Reporter ;positiva;Rick Lens,Loek Peters,Susan Radder,Cahit Ölmez,Ricky Koole
Kauwboy;2012;81 min.;Boudewijn Koole;Drama;Jay Weissberg; Variety ;positiva;Rick Lens,Loek Peters,Susan Radder,Cahit Ölmez,Ricky Koole
Kauwboy;2012;81 min.;Boudewijn Koole;Drama;Fernando López; Diario La Nación ;positiva;Rick Lens,Loek Peters,Susan Radder,Cahit Ölmez,Ricky Koole
Keane;2004;100 min.;Lodge Kerrigan;Drama;Javier Cortijo; Diario ABC ;positiva;Damian Lewis,Abigail Breslin,Amy Ryan,Liza Colón-Zayas,John Tormey,Yvette Mercedes,Stephen Henderson,Brenda Denmark,Ed Wheeler,Christopher Evan Welch,Chris Bauer,Lev Gorn,Frank Wood
Keane;2004;100 min.;Lodge Kerrigan;Drama;Jordi Costa; Diario El País ;positiva;Damian Lewis,Abigail Breslin,Amy Ryan,Liza Colón-Zayas,John Tormey,Yvette Mercedes,Stephen Henderson,Brenda Denmark,Ed Wheeler,Christopher Evan Welch,Chris Bauer,Lev Gorn,Frank Wood
Keane;2004;100 min.;Lodge Kerrigan;Drama;Roger Ebert; Chicago Sun-Times ;positiva;Damian Lewis,Abigail Breslin,Amy Ryan,Liza Colón-Zayas,John Tormey,Yvette Mercedes,Stephen Henderson,Brenda Denmark,Ed Wheeler,Christopher Evan Welch,Chris Bauer,Lev Gorn,Frank Wood
Keane;2004;100 min.;Lodge Kerrigan;Drama;Peter Travers; Rolling Stone ;positiva;Damian Lewis,Abigail Breslin,Amy Ryan,Liza Colón-Zayas,John Tormey,Yvette Mercedes,Stephen Henderson,Brenda Denmark,Ed Wheeler,Christopher Evan Welch,Chris Bauer,Lev Gorn,Frank Wood
Keanu;2016;98 min.;Peter Atencio;Comedia;Ty Burr; Boston Globe ;neutral;Keegan-Michael Key,Jordan Peele,Jason Mitchell,Luis Guzmán,Will Forte,Nia Long,Rob Huebel,Method Man,Madison Wolfe,Starlette Miariaunii,Tiffany Haddish,Sam Medina,Naomi Melton,Darrell Britt-Gibson
Keanu;2016;98 min.;Peter Atencio;Comedia;Peter Hartlaub; San Francisco Chronicle ;positiva;Keegan-Michael Key,Jordan Peele,Jason Mitchell,Luis Guzmán,Will Forte,Nia Long,Rob Huebel,Method Man,Madison Wolfe,Starlette Miariaunii,Tiffany Haddish,Sam Medina,Naomi Melton,Darrell Britt-Gibson
Keanu;2016;98 min.;Peter Atencio;Comedia;Sara Stewart; New York Post ;positiva;Keegan-Michael Key,Jordan Peele,Jason Mitchell,Luis Guzmán,Will Forte,Nia Long,Rob Huebel,Method Man,Madison Wolfe,Starlette Miariaunii,Tiffany Haddish,Sam Medina,Naomi Melton,Darrell Britt-Gibson
Keanu;2016;98 min.;Peter Atencio;Comedia;Brian Truitt; USA Today ;positiva;Keegan-Michael Key,Jordan Peele,Jason Mitchell,Luis Guzmán,Will Forte,Nia Long,Rob Huebel,Method Man,Madison Wolfe,Starlette Miariaunii,Tiffany Haddish,Sam Medina,Naomi Melton,Darrell Britt-Gibson
Keanu;2016;98 min.;Peter Atencio;Comedia;Nigel M. Smith; The Guardian ;negativa;Keegan-Michael Key,Jordan Peele,Jason Mitchell,Luis Guzmán,Will Forte,Nia Long,Rob Huebel,Method Man,Madison Wolfe,Starlette Miariaunii,Tiffany Haddish,Sam Medina,Naomi Melton,Darrell Britt-Gibson
pelicula;date;duracio;director;genre;autor;medi;tendencia;actors
La 4ª compañía;2016;105 min.;Amir Galván Cervera,;Drama;Leonardo García Tsao; Diario La Jornada ;positiva;Adrián Ladrón,Hernán Mendoza,Andoni Gracia,Gabino Rodríguez,Juan Carlos Flores,Carlos Valencia,Manuel Ojeda,Guillermo Ríos,Darío T. Pie,Erando González,José Sefami,Waldo Facco,Jorge Roldán
La 4ª compañía;2016;105 min.;Amir Galván Cervera,;Drama;Lucero Calderón; Diario Excélsior ;positiva;Adrián Ladrón,Hernán Mendoza,Andoni Gracia,Gabino Rodríguez,Juan Carlos Flores,Carlos Valencia,Manuel Ojeda,Guillermo Ríos,Darío T. Pie,Erando González,José Sefami,Waldo Facco,Jorge Roldán
La 4ª compañía;2016;105 min.;Amir Galván Cervera,;Drama;Mabel Salinas; Cine Premiere ;positiva;Adrián Ladrón,Hernán Mendoza,Andoni Gracia,Gabino Rodríguez,Juan Carlos Flores,Carlos Valencia,Manuel Ojeda,Guillermo Ríos,Darío T. Pie,Erando González,José Sefami,Waldo Facco,Jorge Roldán
La 4ª compañía;2016;105 min.;Amir Galván Cervera,;Drama;Lucero Solórzano; Diario Excélsior ;positiva;Adrián Ladrón,Hernán Mendoza,Andoni Gracia,Gabino Rodríguez,Juan Carlos Flores,Carlos Valencia,Manuel Ojeda,Guillermo Ríos,Darío T. Pie,Erando González,José Sefami,Waldo Facco,Jorge Roldán
La 4ª compañía;2016;105 min.;Amir Galván Cervera,;Drama;Maximiliano Torres; Diario Milenio ;positiva;Adrián Ladrón,Hernán Mendoza,Andoni Gracia,Gabino Rodríguez,Juan Carlos Flores,Carlos Valencia,Manuel Ojeda,Guillermo Ríos,Darío T. Pie,Erando González,José Sefami,Waldo Facco,Jorge Roldán
La 4ª compañía;2016;105 min.;Amir Galván Cervera,;Drama;Carlos Bonfil; Diario La Jornada ;positiva;Adrián Ladrón,Hernán Mendoza,Andoni Gracia,Gabino Rodríguez,Juan Carlos Flores,Carlos Valencia,Manuel Ojeda,Guillermo Ríos,Darío T. Pie,Erando González,José Sefami,Waldo Facco,Jorge Roldán
La 4ª compañía;2016;105 min.;Amir Galván Cervera,;Drama;Jesús Chavarría; Diario La Razón ;positiva;Adrián Ladrón,Hernán Mendoza,Andoni Gracia,Gabino Rodríguez,Juan Carlos Flores,Carlos Valencia,Manuel Ojeda,Guillermo Ríos,Darío T. Pie,Erando González,José Sefami,Waldo Facco,Jorge Roldán
LA 92 ;2017;114 min.;Dan Lindsay,;Documental;Gwilym Mumford; The Guardian ;neutral;Documentary
LA 92 ;2017;114 min.;Dan Lindsay,;Documental;Sonia Saraiya; Variety ;positiva;Documentary
LA 92 ;2017;114 min.;Dan Lindsay,;Documental;Dave Calhoun; Time Out ;neutral;Documentary
LA 92 ;2017;114 min.;Dan Lindsay,;Documental;Kenneth Turan; Los Angeles Times ;positiva;Documentary
LA 92 ;2017;114 min.;Dan Lindsay,;Documental;Alan Scherstuhl; Village Voice ;negativa;Documentary
LA 92 ;2017;114 min.;Dan Lindsay,;Documental;John DeFore; The Hollywood Reporter ;positiva;Documentary
La abeja Maya. La película;2014;79 min.;Alexs Stadermann;Animación;Amanda Adame; Cine Premiere ;neutral;Animation
La abeja Maya. La película;2014;79 min.;Alexs Stadermann;Animación;Javier Porta Fouz; Diario La Nación ;negativa;Animation
La abeja Maya. La película;2014;79 min.;Alexs Stadermann;Animación;Pablo O. Scholz; Diario Clarín ;positiva;Animation
La abeja Maya. La película;2014;79 min.;Alexs Stadermann;Animación;Diego Muñoz; Diario El Mercurio ;neutral;Animation
La abeja Maya: Los juegos de la miel ;2017;83 min.;Noel Cleary,;Animación;Quim Casas; Diario El Periódico ;neutral;Animation
La abeja Maya: Los juegos de la miel ;2017;83 min.;Noel Cleary,;Animación;Javier Ocaña; Diario El País ;neutral;Animation
La abeja Maya: Los juegos de la miel ;2017;83 min.;Noel Cleary,;Animación;Adrián Carande; Cinemanía ;neutral;Animation
La abeja Maya: Los juegos de la miel ;2017;83 min.;Noel Cleary,;Animación;Leslie Felperin; The Guardian ;neutral;Animation
La academia de las musas;2015;92 min.;José Luis Guerín;Drama;Javier Ocaña; Diario El País ;positiva;Raffaele Pinto,Emanuela Forgetta,Rosa Delor Muns,Mireia Iniesta,Patricia Gil,Carolina Llacher,Alba Pujol
La academia de las musas;2015;92 min.;José Luis Guerín;Drama;Eric Kohn; Indiewire ;positiva;Raffaele Pinto,Emanuela Forgetta,Rosa Delor Muns,Mireia Iniesta,Patricia Gil,Carolina Llacher,Alba Pujol
La academia de las musas;2015;92 min.;José Luis Guerín;Drama;Gaspar Zimerman; Diario Clarín ;positiva;Raffaele Pinto,Emanuela Forgetta,Rosa Delor Muns,Mireia Iniesta,Patricia Gil,Carolina Llacher,Alba Pujol
La academia de las musas;2015;92 min.;José Luis Guerín;Drama;Alejandro Lingenti; Diario La Nación ;positiva;Raffaele Pinto,Emanuela Forgetta,Rosa Delor Muns,Mireia Iniesta,Patricia Gil,Carolina Llacher,Alba Pujol
La academia de las musas;2015;92 min.;José Luis Guerín;Drama;Horacio Bernades; Diario Página 12 ;positiva;Raffaele Pinto,Emanuela Forgetta,Rosa Delor Muns,Mireia Iniesta,Patricia Gil,Carolina Llacher,Alba Pujol
La academia de las musas;2015;92 min.;José Luis Guerín;Drama;Roger Koza; Diario La Voz del Interior ;positiva;Raffaele Pinto,Emanuela Forgetta,Rosa Delor Muns,Mireia Iniesta,Patricia Gil,Carolina Llacher,Alba Pujol
La academia de las musas;2015;92 min.;José Luis Guerín;Drama;Jorge Ayala Blanco; Diario El Universal ;positiva;Raffaele Pinto,Emanuela Forgetta,Rosa Delor Muns,Mireia Iniesta,Patricia Gil,Carolina Llacher,Alba Pujol
La academia de las musas;2015;92 min.;José Luis Guerín;Drama;Agustín Acevedo Kanopa; Diario La Diaria ;positiva;Raffaele Pinto,Emanuela Forgetta,Rosa Delor Muns,Mireia Iniesta,Patricia Gil,Carolina Llacher,Alba Pujol
La adopción;2015;96 min.;Daniela Féjerman;Drama;Jordi Costa; Diario El País ;positiva;Nora Navas,Francesc Garrido,Larisa Kalpokaité,Sarunas Puidokas,Jurij Scuckij,Jordi Banacolocha
La adopción;2015;96 min.;Daniela Féjerman;Drama;Alberto Bermejo; Diario El Mundo ;positiva;Nora Navas,Francesc Garrido,Larisa Kalpokaité,Sarunas Puidokas,Jurij Scuckij,Jordi Banacolocha
La adopción;2015;96 min.;Daniela Féjerman;Drama;Antonio Weinrichter; Diario ABC ;neutral;Nora Navas,Francesc Garrido,Larisa Kalpokaité,Sarunas Puidokas,Jurij Scuckij,Jordi Banacolocha
La adopción;2015;96 min.;Daniela Féjerman;Drama;Lluís Bonet Mojica; Diario La Vanguardia ;positiva;Nora Navas,Francesc Garrido,Larisa Kalpokaité,Sarunas Puidokas,Jurij Scuckij,Jordi Banacolocha
La adopción;2015;96 min.;Daniela Féjerman;Drama;Sergio F. Pinilla; Cinemanía ;positiva;Nora Navas,Francesc Garrido,Larisa Kalpokaité,Sarunas Puidokas,Jurij Scuckij,Jordi Banacolocha
La adopción;2015;96 min.;Daniela Féjerman;Drama;Nuria Vidal; Fotogramas ;positiva;Nora Navas,Francesc Garrido,Larisa Kalpokaité,Sarunas Puidokas,Jurij Scuckij,Jordi Banacolocha
La alcoba del obispo;1977;107 min.;Dino Risi;Drama;Luis Martínez; Diario El País ;positiva;Ugo Tognazzi,Ornella Muti,Patrick Dewaere,Katia Tchenko,Lia Tanzi,Gabriella Giacobbe,Karine Vertier
La alegría está en el campo;1995;105 min.;Étienne Chatiliez;Comedia;Fransi de Villar; Cinemanía ;positiva;Michel Serrault,Eddy Mitchell,Sabine Azéma,Carmen Maura,François Morel,Guilaine Londez,Virginie Darmon,Alexandra London,Christophe Kourotchkine,Jean Bousquet,Eric Cantona,Joël Cantona,Catherine Jacob,Daniel Russo,Roger Gicquel,Patrick Bouchitey
La alegría está en el campo;1995;105 min.;Étienne Chatiliez;Comedia;Fernando Morales; Diario El País ;positiva;Michel Serrault,Eddy Mitchell,Sabine Azéma,Carmen Maura,François Morel,Guilaine Londez,Virginie Darmon,Alexandra London,Christophe Kourotchkine,Jean Bousquet,Eric Cantona,Joël Cantona,Catherine Jacob,Daniel Russo,Roger Gicquel,Patrick Bouchitey
La alianza del mal (The Covenant);2006;97 min.;Renny Harlin;Fantástico;Helen O'Hara; Empire ;negativa;Steven Strait,Sebastian Stan,Toby Hemingway,Chace Crawford,Taylor Kitsch,Laura Ramsey
La alianza del mal (The Covenant);2006;97 min.;Renny Harlin;Fantástico;Nathan Lee; The New York Times ;negativa;Steven Strait,Sebastian Stan,Toby Hemingway,Chace Crawford,Taylor Kitsch,Laura Ramsey
La alianza del mal (The Covenant);2006;97 min.;Renny Harlin;Fantástico;Desson Thomson; The Washington Post ;neutral;Steven Strait,Sebastian Stan,Toby Hemingway,Chace Crawford,Taylor Kitsch,Laura Ramsey
La alta sociedad;2016;122 min.;Bruno Dumont;Comedia;Luis Martínez; Diario El Mundo ;positiva;Fabrice Luchini,Juliette Binoche,Valeria Bruni Tedeschi,Brandon Lavieville,Raph,Didier Després,Cyril Rigaux,Jean-Luc Vincent,Laura Dupré,Thierry Lavieville,Caroline Carbonnier,Manon Royère,Lauréna Thellier,Maya Sarac,Noah Noulard,Julian Teiten
La alta sociedad;2016;122 min.;Bruno Dumont;Comedia;Quim Casas; Diario El Periódico ;positiva;Fabrice Luchini,Juliette Binoche,Valeria Bruni Tedeschi,Brandon Lavieville,Raph,Didier Després,Cyril Rigaux,Jean-Luc Vincent,Laura Dupré,Thierry Lavieville,Caroline Carbonnier,Manon Royère,Lauréna Thellier,Maya Sarac,Noah Noulard,Julian Teiten
La alta sociedad;2016;122 min.;Bruno Dumont;Comedia;Oti Rodríguez Marchante; Diario ABC ;neutral;Fabrice Luchini,Juliette Binoche,Valeria Bruni Tedeschi,Brandon Lavieville,Raph,Didier Després,Cyril Rigaux,Jean-Luc Vincent,Laura Dupré,Thierry Lavieville,Caroline Carbonnier,Manon Royère,Lauréna Thellier,Maya Sarac,Noah Noulard,Julian Teiten
La alta sociedad;2016;122 min.;Bruno Dumont;Comedia;Andrea G. Bermejo; Cinemanía ;positiva;Fabrice Luchini,Juliette Binoche,Valeria Bruni Tedeschi,Brandon Lavieville,Raph,Didier Després,Cyril Rigaux,Jean-Luc Vincent,Laura Dupré,Thierry Lavieville,Caroline Carbonnier,Manon Royère,Lauréna Thellier,Maya Sarac,Noah Noulard,Julian Teiten
La alta sociedad;2016;122 min.;Bruno Dumont;Comedia;Manu Yáñez; Fotogramas ;neutral;Fabrice Luchini,Juliette Binoche,Valeria Bruni Tedeschi,Brandon Lavieville,Raph,Didier Després,Cyril Rigaux,Jean-Luc Vincent,Laura Dupré,Thierry Lavieville,Caroline Carbonnier,Manon Royère,Lauréna Thellier,Maya Sarac,Noah Noulard,Julian Teiten
La alta sociedad;2016;122 min.;Bruno Dumont;Comedia;Philipp Engel; Fotogramas ;positiva;Fabrice Luchini,Juliette Binoche,Valeria Bruni Tedeschi,Brandon Lavieville,Raph,Didier Després,Cyril Rigaux,Jean-Luc Vincent,Laura Dupré,Thierry Lavieville,Caroline Carbonnier,Manon Royère,Lauréna Thellier,Maya Sarac,Noah Noulard,Julian Teiten
La alta sociedad;2016;122 min.;Bruno Dumont;Comedia;Mike D'Angelo; AV Club ;negativa;Fabrice Luchini,Juliette Binoche,Valeria Bruni Tedeschi,Brandon Lavieville,Raph,Didier Després,Cyril Rigaux,Jean-Luc Vincent,Laura Dupré,Thierry Lavieville,Caroline Carbonnier,Manon Royère,Lauréna Thellier,Maya Sarac,Noah Noulard,Julian Teiten
La ambulancia;1990;95 min.;Larry Cohen;Intriga;Fernando Morales; Diario El País ;positiva;Eric Roberts,James Earl Jones,Megan Gallagher,Janine Turner,Richard Bright,Red Buttons,Eric Braeden,Stan Lee
La amenaza de Andrómeda (Miniserie de TV);2008;180 min.;Mikael Salomon;Serie de TV;Robert Bianco; USA Today ;neutral;Benjamin Bratt,Eric McCormack,Rick Schroder,André Braugher,Christa Miller,Daniel Dae Kim,Viola Davis
La amenaza de Andrómeda;1971;130 min.;Robert Wise;Ciencia ficción;Fernando Morales; Diario El País ;positiva;Arthur Hill,David Wayne,Kate Reid,James Olson,Paula Kelly,George Mitchell,Ramon Bieri
La amenaza de Andrómeda;1971;130 min.;Robert Wise;Ciencia ficción;Augusto M. Torres; Diccionario Espasa ;positiva;Arthur Hill,David Wayne,Kate Reid,James Olson,Paula Kelly,George Mitchell,Ramon Bieri
La amenaza de Casandra (Miniserie de TV);2009;240 min.;Ernie Barbarash;Serie de TV;Fernando Morales; Diario El País ;negativa;Bill Campbell,Marla Sokoloff,Christopher Lloyd,Michael Rooker,Stacy Keach,Jason Alexander,Ernie Hudson,Mimi Michaels,Carmen Argenziano,Erin Cottrell,Kenneth Mitchell,Anne Bedian
La americanización de Emily ;1964;117 min.;Arthur Hiller;Comedia;Luis Martínez; Diario El País ;positiva;James Garner,Julie Andrews,James Coburn,Melvyn Douglas,Keenan Wynn
La anguila;1997;117 min.;Shôhei Imamura;Drama;Ángel Fernández Santos; Diario El País ;positiva;Kôji Yakusho,Misa Shimizu,Mitsuko Baisho,Akira Emoto,Hiroyuki Konishi,Sho Aikawa,Fujio Tokita,Sabu Kawahara,Tomorô Taguchi,Etsuko Ichihara,Sanshô Shinsui,Kôichi Ueda,Ken Mitsuishi,Shôichi Ozawa,Sei Hiraizumi
La anguila;1997;117 min.;Shôhei Imamura;Drama;Javier Angulo; Cinemanía ;neutral;Kôji Yakusho,Misa Shimizu,Mitsuko Baisho,Akira Emoto,Hiroyuki Konishi,Sho Aikawa,Fujio Tokita,Sabu Kawahara,Tomorô Taguchi,Etsuko Ichihara,Sanshô Shinsui,Kôichi Ueda,Ken Mitsuishi,Shôichi Ozawa,Sei Hiraizumi
La Antena;2007;87 min.;Esteban Sapir;Ciencia ficción;Jordi Costa; Diario El País ;positiva;Valeria Bertuccelli,Alejandro Urdapilleta,Julieta Cardinali,Rafael Ferro,Florencia Raggi
La Antena;2007;87 min.;Esteban Sapir;Ciencia ficción;Antonio Weinrichter; Diario ABC ;positiva;Valeria Bertuccelli,Alejandro Urdapilleta,Julieta Cardinali,Rafael Ferro,Florencia Raggi
La Antena;2007;87 min.;Esteban Sapir;Ciencia ficción;Bárbara Escamilla; Cinemanía ;positiva;Valeria Bertuccelli,Alejandro Urdapilleta,Julieta Cardinali,Rafael Ferro,Florencia Raggi
La Antena;2007;87 min.;Esteban Sapir;Ciencia ficción;Alberto Bermejo; Diario El Mundo ;negativa;Valeria Bertuccelli,Alejandro Urdapilleta,Julieta Cardinali,Rafael Ferro,Florencia Raggi
La araña vampiro;2012;92 min.;Gabriel Medina;Drama;Diego Batlle; Diario La Nación ;positiva;Martín Piroyansky,Alejandro Awada,Jorge Sesán,Gervacio Usaj,Ailín Salas,Paula Ituriza
La araña vampiro;2012;92 min.;Gabriel Medina;Drama;Horacio Bernades; Diario Página 12 ;positiva;Martín Piroyansky,Alejandro Awada,Jorge Sesán,Gervacio Usaj,Ailín Salas,Paula Ituriza
La araña vampiro;2012;92 min.;Gabriel Medina;Drama;Gustavo Castagna; Diario Tiempo Argentino ;positiva;Martín Piroyansky,Alejandro Awada,Jorge Sesán,Gervacio Usaj,Ailín Salas,Paula Ituriza
La araña vampiro;2012;92 min.;Gabriel Medina;Drama;Leonardo D’Espósito; Revista Noticias ;positiva;Martín Piroyansky,Alejandro Awada,Jorge Sesán,Gervacio Usaj,Ailín Salas,Paula Ituriza
La ardilla roja;1993;114 min.;Julio Medem;Drama;Fernando Morales; Diario El País ;positiva;Carmelo Gómez,Nancho Novo,Emma Suárez,Karra Elejalde,María Barranco,Cristina Marcos,Elena Irureta,Ana Gracia,Mónica Molina,Chete Lera,Txema Blasco,Susana García
La ardilla roja;1993;114 min.;Julio Medem;Drama;Javier Ocaña; Cinemanía ;neutral;Carmelo Gómez,Nancho Novo,Emma Suárez,Karra Elejalde,María Barranco,Cristina Marcos,Elena Irureta,Ana Gracia,Mónica Molina,Chete Lera,Txema Blasco,Susana García
La aritmética del diablo (TV);1999;92 min.;Donna Deitch;Drama;Fernando Morales; Diario El País ;neutral;Kirsten Dunst,Brittany Murphy,Paul Freeman,Mimi Rogers,Louise Fletcher,Nitzan Sharron,Shelly Skandrani,Daniel Brocklebank,Heather Bertram,Caterina Scorsone
La arteria invisible;2015;119 min.;Pere Vilà i Barceló;Drama;Beatriz Martínez; Fotogramas ;positiva;Nora Navas,Àlex Brendemühl,Joana Vilapuig,Àlex Monner,Francesc Garrido
La ascensión ;1977;111 min.;Larisa Shepitko;Bélico;Dave Kehr; The New York Times ;positiva;Boris Plotnikov,Vladimir Gostyukhin,Sergei Yakovlev,Lyudmila Polyakova,Viktoriya Goldentul,Anatoly Solonitsyn,Mariya Vinogradova,Nikolai Sektimenko
La ascensión ;1977;111 min.;Larisa Shepitko;Bélico;Fred Camper; Chicago Reader ;positiva;Boris Plotnikov,Vladimir Gostyukhin,Sergei Yakovlev,Lyudmila Polyakova,Viktoriya Goldentul,Anatoly Solonitsyn,Mariya Vinogradova,Nikolai Sektimenko
La ascensión ;1977;111 min.;Larisa Shepitko;Bélico;Time Out ;unknow;positiva;Boris Plotnikov,Vladimir Gostyukhin,Sergei Yakovlev,Lyudmila Polyakova,Viktoriya Goldentul,Anatoly Solonitsyn,Mariya Vinogradova,Nikolai Sektimenko
La ascensión ;1977;111 min.;Larisa Shepitko;Bélico;The New York Times ;unknow;positiva;Boris Plotnikov,Vladimir Gostyukhin,Sergei Yakovlev,Lyudmila Polyakova,Viktoriya Goldentul,Anatoly Solonitsyn,Mariya Vinogradova,Nikolai Sektimenko
La ascensión ;1977;111 min.;Larisa Shepitko;Bélico;The Guardian ;unknow;positiva;Boris Plotnikov,Vladimir Gostyukhin,Sergei Yakovlev,Lyudmila Polyakova,Viktoriya Goldentul,Anatoly Solonitsyn,Mariya Vinogradova,Nikolai Sektimenko
La asesina;1993;108 min.;John Badham;Acción;Fernando Morales; Diario El País ;positiva;Bridget Fonda,Gabriel Byrne,Dermot Mulroney,Miguel Ferrer,Anne Bancroft,Harvey Keitel,Olivia D'Abo,Richard Romanus,Lorraine Toussaint,Geoffrey Lewis
